id;data_pagamento;valor;metodo
250;2024-09-10;84,86;Pix
250;2024-10-10;97,19;Lotérica
250;2024-11-10;86,29;Lotérica
250;2024-12-10;82,64;Lotérica
250;2025-01-10;84,94;Lotérica
250;2025-02-10;79,07;Lotérica
250;2025-03-10;86,78;Lotérica
250;2025-04-10;98,84;Lotérica
250;2025-05-10;73,32;Lotérica
250;2025-06-10;105,54;Lotérica
250;2025-07-10;82,82;Guichê
251;2023-08-22;88,85;Eletrônico
251;2023-09-22;105,97;Eletrônico
251;2023-10-22;74,92;Eletrônico
251;2023-11-22;95,91;Eletrônico
251;2023-12-22;94,27;Eletrônico
252;2024-05-10;101,81;Guichê
252;2024-06-10;85,47;Guichê
252;2024-07-10;80,6;Guichê
252;2024-08-10;100,9;Guichê
252;2024-09-10;90,05;Guichê
252;2024-10-10;74,74;Guichê
252;2024-11-10;91,72;Guichê
252;2024-12-10;100,42;Lotérica
252;2025-01-10;73,36;Guichê
252;2025-02-10;77,39;Guichê
252;2025-03-10;92,98;Guichê
252;2025-04-10;101,99;Guichê
252;2025-05-10;91,26;Guichê
252;2025-06-10;86,12;Guichê
252;2025-07-10;105,46;Guichê
253;2023-09-30;98,15;Telefone
254;2024-03-15;89,44;Guichê
254;2024-04-15;105,36;Guichê
254;2024-05-15;76,23;Guichê
254;2024-06-15;104,27;Guichê
254;2024-07-15;90,63;Telefone
254;2024-08-15;76,63;Guichê
254;2024-09-15;89,81;Guichê
254;2024-10-15;85,05;Guichê
254;2024-11-15;74,6;Guichê
254;2024-12-15;92,56;Guichê
254;2025-01-15;98,47;Guichê
254;2025-02-15;87,48;Guichê
254;2025-03-15;72,58;Guichê
254;2025-04-15;83,06;Guichê
254;2025-05-15;105,12;Guichê
254;2025-06-15;84,75;Guichê
254;2025-07-15;73,49;Pix
255;2025-05-27;103,92;Eletrônico
256;2024-09-27;106,41;Correspond.
256;2024-10-27;74,33;Correspond.
257;2025-01-27;103,62;Eletrônico
257;2025-02-27;104,94;Eletrônico
257;2025-03-27;90,52;Eletrônico
257;2025-04-27;74,29;Telefone
257;2025-05-27;104,55;Eletrônico
257;2025-06-27;103,55;Eletrônico
258;2023-12-19;89,25;Guichê
258;2024-01-19;83,59;Guichê
258;2024-02-19;88,49;Guichê
258;2024-03-19;89,41;Guichê
258;2024-04-19;94,44;Débito Autom.
258;2024-05-19;105,93;Guichê
258;2024-06-19;81,44;Guichê
258;2024-07-19;99,03;Guichê
258;2024-08-19;94,14;Guichê
258;2024-09-19;106,53;Guichê
258;2024-10-19;101,51;Guichê
258;2024-11-19;83,23;Guichê
258;2024-12-19;86,7;Guichê
258;2025-01-19;97,49;Guichê
258;2025-02-19;88,4;Correspond.
258;2025-03-19;89,29;Guichê
258;2025-04-19;98,88;Guichê
258;2025-05-19;107,58;Guichê
258;2025-06-19;89,95;Guichê
258;2025-07-19;99,97;Guichê
259;2023-09-19;80,12;Débito Autom.
259;2023-10-19;85,58;Débito Autom.
259;2023-11-19;92,05;Débito Autom.
259;2023-12-19;78,26;Débito Autom.
259;2024-01-19;76,63;Débito Autom.
259;2024-02-19;105,99;Guichê
259;2024-03-19;90,56;Débito Autom.
259;2024-04-19;78,52;Pix
259;2024-05-19;85,7;Débito Autom.
259;2024-06-19;78,06;Débito Autom.
259;2024-07-19;77,22;Débito Autom.
259;2024-08-19;97,62;Débito Autom.
259;2024-09-19;105,94;Pix
259;2024-10-19;82,79;Débito Autom.
259;2024-11-19;102,82;Guichê
259;2024-12-19;87,14;Lotérica
260;2023-11-24;73,58;Lotérica
260;2023-12-24;88,94;Lotérica
260;2024-01-24;95,72;Guichê
260;2024-02-24;104,48;Loja
260;2024-03-24;82,15;Lotérica
261;2024-04-23;102,95;PEC
261;2024-05-23;102,61;PEC
261;2024-06-23;104,43;PEC
261;2024-07-23;73,74;PEC
262;2024-12-06;87,9;Lotérica
262;2025-01-06;96,01;Lotérica
263;2023-10-10;74,77;Cartão Recorrente
263;2023-11-10;89,36;Pix
263;2023-12-10;106,58;Pix
263;2024-01-10;87,39;Pix
263;2024-02-10;75,32;Pix
263;2024-03-10;92,43;Pix
263;2024-04-10;94,31;Pix
263;2024-05-10;91,51;Pix
263;2024-06-10;102,22;Loja
263;2024-07-10;75,74;Pix
263;2024-08-10;107,1;Pix
263;2024-09-10;85,01;Pix
263;2024-10-10;87,39;Pix
263;2024-11-10;73,38;Internet
263;2024-12-10;82,62;Pix
263;2025-01-10;106,69;Pix
263;2025-02-10;84,96;Pix
263;2025-03-10;73,33;Guichê
263;2025-04-10;106,04;Pix
263;2025-05-10;89,27;Pix
263;2025-06-10;78,89;Pix
263;2025-07-10;78,72;Pix
264;2023-08-15;79,66;Correspond.
264;2023-09-15;90,57;Eletrônico
264;2023-10-15;73,71;Correspond.
264;2023-11-15;91,11;Correspond.
264;2023-12-15;96,87;Correspond.
264;2024-01-15;81,55;Correspond.
264;2024-02-15;97,33;Correspond.
264;2024-03-15;73,44;Correspond.
264;2024-04-15;77,98;Correspond.
264;2024-05-15;105,93;Telefone
264;2024-06-15;97,25;Pix
264;2024-07-15;102,47;Correspond.
264;2024-08-15;89,66;Correspond.
264;2024-09-15;104,32;Correspond.
264;2024-10-15;75,5;Correspond.
264;2024-11-15;74,75;Correspond.
264;2024-12-15;93,09;Correspond.
264;2025-01-15;78,21;Correspond.
264;2025-02-15;96,64;Correspond.
264;2025-03-15;107,01;Correspond.
264;2025-04-15;95,29;Correspond.
265;2025-03-12;91,22;Telefone
265;2025-04-12;77,76;Cartão Recorrente
265;2025-05-12;80,91;Cartão Recorrente
265;2025-06-12;92,5;Cartão Recorrente
265;2025-07-12;79,72;Cartão Recorrente
266;2024-04-20;106,83;Pix
266;2024-05-20;87,17;Pix
266;2024-06-20;101,59;Pix
266;2024-07-20;82,88;Pix
266;2024-08-20;97,6;Pix
266;2024-09-20;85,96;Pix
266;2024-10-20;85,14;Pix
266;2024-11-20;95,79;Pix
266;2024-12-20;88,47;Pix
266;2025-01-20;72,75;Pix
266;2025-02-20;80,1;Pix
266;2025-03-20;94,91;Pix
266;2025-04-20;95,11;Pix
266;2025-05-20;91,96;Pix
266;2025-06-20;76,1;Pix
267;2023-08-30;87,64;Débito Autom.
267;2023-09-30;103,25;Débito Autom.
267;2023-10-30;86,47;Débito Autom.
267;2023-11-30;89,16;Débito Autom.
267;2023-12-30;85,16;Lotérica
267;2024-01-30;102,0;Débito Autom.
267;2024-02-29;83,94;Débito Autom.
267;2024-03-29;103,23;Débito Autom.
267;2024-04-29;89,8;Débito Autom.
267;2024-05-29;103,26;Débito Autom.
267;2024-06-29;76,89;Débito Autom.
267;2024-07-29;86,44;Débito Autom.
267;2024-08-29;106,49;Débito Autom.
267;2024-09-29;75,85;PEC
267;2024-10-29;92,4;Débito Autom.
267;2024-11-29;74,53;Débito Autom.
267;2024-12-29;95,97;Débito Autom.
267;2025-01-29;76,42;Telefone
267;2025-02-28;105,95;Débito Autom.
267;2025-03-28;93,74;Débito Autom.
267;2025-04-28;107,72;Lotérica
268;2024-04-29;93,84;Débito Autom.
268;2024-05-29;80,52;Débito Autom.
268;2024-06-29;85,2;Débito Autom.
268;2024-07-29;98,12;Débito Autom.
268;2024-08-29;92,97;Débito Autom.
268;2024-09-29;81,25;Débito Autom.
268;2024-10-29;80,0;Débito Autom.
268;2024-11-29;97,14;Pix
268;2024-12-29;86,47;Débito Autom.
268;2025-01-29;74,12;Débito Autom.
268;2025-02-28;77,92;Loja
269;2025-04-30;81,0;Lotérica
269;2025-05-30;105,93;Lotérica
269;2025-06-30;88,64;Lotérica
270;2023-10-21;88,09;Lotérica
270;2023-11-21;90,93;Lotérica
270;2023-12-21;95,79;Lotérica
270;2024-01-21;89,91;Lotérica
270;2024-02-21;73,9;Internet
270;2024-03-21;85,12;Lotérica
270;2024-04-21;98,76;Lotérica
271;2024-09-10;92,81;Internet
271;2024-10-10;97,29;Internet
271;2024-11-10;71,97;Internet
271;2024-12-10;96,2;Internet
271;2025-01-10;90,69;Internet
271;2025-02-10;102,13;Internet
271;2025-03-10;76,15;Telefone
271;2025-04-10;72,34;Internet
271;2025-05-10;95,94;Internet
271;2025-06-10;104,43;Internet
271;2025-07-10;78,68;Internet
272;2023-11-04;84,02;Débito Autom.
272;2023-12-04;78,35;Débito Autom.
272;2024-01-04;80,74;Débito Autom.
272;2024-02-04;98,69;Débito Autom.
272;2024-03-04;102,88;Débito Autom.
272;2024-04-04;96,75;Débito Autom.
272;2024-05-04;103,91;Débito Autom.
272;2024-06-04;98,91;Internet
272;2024-07-04;83,63;Débito Autom.
272;2024-08-04;73,5;Débito Autom.
272;2024-09-04;73,95;Débito Autom.
273;2024-09-13;83,88;Lotérica
273;2024-10-13;77,84;Lotérica
273;2024-11-13;79,12;Lotérica
273;2024-12-13;74,52;Lotérica
273;2025-01-13;101,13;Lotérica
273;2025-02-13;97,68;Lotérica
273;2025-03-13;95,02;Lotérica
274;2024-05-10;99,89;Telefone
274;2024-06-10;81,9;Telefone
274;2024-07-10;103,24;Telefone
274;2024-08-10;92,11;Telefone
274;2024-09-10;90,53;Telefone
274;2024-10-10;106,61;Telefone
274;2024-11-10;105,63;Telefone
274;2024-12-10;89,27;Telefone
274;2025-01-10;98,79;Telefone
274;2025-02-10;102,05;Telefone
274;2025-03-10;81,15;Loja
274;2025-04-10;96,31;PEC
274;2025-05-10;84,29;Telefone
274;2025-06-10;98,92;Cartão Recorrente
274;2025-07-10;73,69;Telefone
275;2024-10-27;91,85;Correspond.
275;2024-11-27;102,15;Correspond.
276;2024-06-06;80,45;Guichê
276;2024-07-06;106,23;Guichê
276;2024-08-06;87,24;Internet
276;2024-09-06;105,39;Guichê
277;2023-11-15;104,39;Loja
277;2023-12-15;87,19;Loja
277;2024-01-15;90,89;Loja
277;2024-02-15;101,05;Loja
277;2024-03-15;104,81;Loja
277;2024-04-15;74,75;Loja
277;2024-05-15;98,38;Loja
277;2024-06-15;93,48;Loja
277;2024-07-15;82,8;Loja
277;2024-08-15;96,66;Loja
277;2024-09-15;80,81;Loja
277;2024-10-15;103,63;Loja
277;2024-11-15;93,99;Loja
277;2024-12-15;97,57;Loja
277;2025-01-15;82,08;Loja
277;2025-02-15;97,78;Loja
277;2025-03-15;80,87;Loja
277;2025-04-15;72,85;Loja
277;2025-05-15;104,19;PEC
277;2025-06-15;73,03;Loja
277;2025-07-15;105,89;Loja
278;2023-07-21;84,22;Telefone
278;2023-08-21;92,83;Telefone
278;2023-09-21;87,34;Telefone
278;2023-10-21;71,95;Telefone
278;2023-11-21;80,32;Telefone
278;2023-12-21;76,34;Telefone
278;2024-01-21;76,07;Telefone
278;2024-02-21;102,65;Telefone
278;2024-03-21;79,94;Telefone
278;2024-04-21;87,44;Telefone
278;2024-05-21;81,04;Telefone
278;2024-06-21;92,3;PEC
278;2024-07-21;86,73;Telefone
278;2024-08-21;102,73;Telefone
278;2024-09-21;92,08;Telefone
278;2024-10-21;86,79;Telefone
278;2024-11-21;77,61;Lotérica
278;2024-12-21;96,8;Telefone
278;2025-01-21;92,36;Loja
278;2025-02-21;88,63;Telefone
278;2025-03-21;101,84;Telefone
278;2025-04-21;72,41;Telefone
278;2025-05-21;100,34;Telefone
278;2025-06-21;87,06;Telefone
279;2023-09-13;80,24;Eletrônico
279;2023-10-13;73,91;Eletrônico
279;2023-11-13;94,48;Eletrônico
279;2023-12-13;78,89;PEC
279;2024-01-13;72,22;Eletrônico
279;2024-02-13;105,73;Eletrônico
279;2024-03-13;91,47;Eletrônico
279;2024-04-13;95,19;Eletrônico
280;2024-07-24;88,36;Pix
280;2024-08-24;75,68;Lotérica
280;2024-09-24;86,09;Pix
280;2024-10-24;77,33;Pix
280;2024-11-24;87,8;Telefone
280;2024-12-24;97,31;Lotérica
280;2025-01-24;103,74;Pix
280;2025-02-24;81,6;Pix
280;2025-03-24;107,6;Pix
280;2025-04-24;86,12;Pix
280;2025-05-24;86,77;Cartão Recorrente
280;2025-06-24;72,0;Pix
281;2024-02-13;96,39;Guichê
281;2024-03-13;86,7;Guichê
281;2024-04-13;78,34;Guichê
281;2024-05-13;81,29;PEC
281;2024-06-13;99,7;Débito Autom.
281;2024-07-13;99,58;Guichê
281;2024-08-13;81,36;Guichê
281;2024-09-13;92,97;Guichê
281;2024-10-13;84,99;Guichê
281;2024-11-13;77,81;Lotérica
281;2024-12-13;94,39;Guichê
281;2025-01-13;81,95;Lotérica
281;2025-02-13;93,6;Guichê
281;2025-03-13;90,97;Correspond.
281;2025-04-13;77,33;Cartão Recorrente
282;2025-04-25;83,24;Eletrônico
282;2025-05-25;93,44;Pix
283;2025-07-15;73,1;Débito Autom.
284;2024-06-02;104,11;PEC
284;2024-07-02;77,73;PEC
284;2024-08-02;77,45;PEC
284;2024-09-02;98,23;PEC
284;2024-10-02;79,51;PEC
284;2024-11-02;87,69;PEC
284;2024-12-02;88,22;PEC
284;2025-01-02;95,47;Cartão Recorrente
284;2025-02-02;83,24;PEC
284;2025-03-02;79,45;PEC
284;2025-04-02;75,68;PEC
284;2025-05-02;75,36;PEC
284;2025-06-02;85,0;PEC
284;2025-07-02;96,86;PEC
285;2024-09-09;102,11;Correspond.
285;2024-10-09;79,88;Correspond.
285;2024-11-09;88,94;Correspond.
285;2024-12-09;104,07;Correspond.
285;2025-01-09;100,74;Eletrônico
285;2025-02-09;86,52;Correspond.
285;2025-03-09;90,78;Correspond.
285;2025-04-09;95,01;Correspond.
285;2025-05-09;100,49;Correspond.
285;2025-06-09;102,67;Correspond.
285;2025-07-09;107,15;Correspond.
286;2024-11-03;73,39;Correspond.
286;2024-12-03;75,54;Correspond.
286;2025-01-03;103,21;Correspond.
286;2025-02-03;78,24;Correspond.
286;2025-03-03;100,74;Correspond.
286;2025-04-03;80,35;Correspond.
286;2025-05-03;94,64;Correspond.
286;2025-06-03;78,02;Telefone
286;2025-07-03;89,22;Correspond.
287;2023-12-24;88,07;Lotérica
287;2024-01-24;86,84;Lotérica
287;2024-02-24;101,88;Lotérica
287;2024-03-24;92,96;Lotérica
287;2024-04-24;83,2;Lotérica
287;2024-05-24;75,71;Lotérica
287;2024-06-24;106,1;Lotérica
287;2024-07-24;103,72;Lotérica
287;2024-08-24;92,99;Lotérica
287;2024-09-24;104,48;Lotérica
287;2024-10-24;87,77;Lotérica
287;2024-11-24;107,46;Guichê
287;2024-12-24;100,73;Lotérica
287;2025-01-24;89,71;Lotérica
287;2025-02-24;89,89;Lotérica
287;2025-03-24;95,77;PEC
287;2025-04-24;98,21;Lotérica
287;2025-05-24;90,97;Lotérica
287;2025-06-24;76,16;Lotérica
288;2025-07-11;82,11;Guichê
289;2024-09-17;76,48;Lotérica
289;2024-10-17;80,32;Lotérica
289;2024-11-17;106,83;Lotérica
289;2024-12-17;74,2;Lotérica
289;2025-01-17;91,3;Eletrônico
289;2025-02-17;97,22;Lotérica
289;2025-03-17;106,12;Lotérica
290;2024-10-29;105,04;PEC
290;2024-11-29;91,13;PEC
290;2024-12-29;105,83;PEC
290;2025-01-29;97,52;PEC
290;2025-02-28;100,09;PEC
290;2025-03-28;87,05;PEC
290;2025-04-28;84,98;PEC
290;2025-05-28;87,61;PEC
290;2025-06-28;100,78;Débito Autom.
291;2024-08-15;82,65;Eletrônico
291;2024-09-15;80,41;Eletrônico
291;2024-10-15;75,33;Eletrônico
292;2025-03-24;74,4;PEC
292;2025-04-24;77,29;PEC
292;2025-05-24;90,62;Débito Autom.
292;2025-06-24;86,12;Correspond.
293;2024-04-27;79,37;Loja
293;2024-05-27;96,28;Loja
293;2024-06-27;74,29;Loja
293;2024-07-27;105,61;Loja
293;2024-08-27;81,09;Loja
293;2024-09-27;82,9;Loja
293;2024-10-27;99,28;Loja
294;2024-07-02;85,57;PEC
294;2024-08-02;83,19;PEC
294;2024-09-02;103,25;PEC
294;2024-10-02;104,2;PEC
294;2024-11-02;84,85;PEC
294;2024-12-02;90,8;PEC
294;2025-01-02;100,58;PEC
294;2025-02-02;91,63;PEC
294;2025-03-02;94,54;PEC
294;2025-04-02;96,28;PEC
295;2024-04-18;83,89;Cartão Recorrente
295;2024-05-18;93,17;Cartão Recorrente
295;2024-06-18;105,06;Cartão Recorrente
295;2024-07-18;94,31;Cartão Recorrente
295;2024-08-18;80,98;Guichê
295;2024-09-18;100,46;Cartão Recorrente
295;2024-10-18;99,19;Cartão Recorrente
296;2024-05-20;72,42;Pix
296;2024-06-20;93,91;Pix
296;2024-07-20;75,8;Pix
296;2024-08-20;90,64;Pix
296;2024-09-20;87,11;Pix
296;2024-10-20;83,99;Pix
296;2024-11-20;83,76;Telefone
296;2024-12-20;87,79;Lotérica
297;2023-12-19;90,27;Lotérica
297;2024-01-19;74,47;Lotérica
297;2024-02-19;102,18;Lotérica
297;2024-03-19;72,94;Lotérica
297;2024-04-19;81,23;Lotérica
297;2024-05-19;73,37;Lotérica
297;2024-06-19;84,07;Lotérica
297;2024-07-19;89,06;Lotérica
297;2024-08-19;93,68;Lotérica
297;2024-09-19;103,1;Lotérica
297;2024-10-19;89,72;PEC
297;2024-11-19;79,33;Lotérica
297;2024-12-19;101,6;Lotérica
297;2025-01-19;103,0;Lotérica
297;2025-02-19;94,2;Lotérica
297;2025-03-19;100,18;Lotérica
297;2025-04-19;89,41;Internet
297;2025-05-19;101,46;Lotérica
297;2025-06-19;88,74;Lotérica
297;2025-07-19;101,09;Lotérica
298;2024-06-24;88,74;PEC
298;2024-07-24;73,69;PEC
298;2024-08-24;79,02;PEC
298;2024-09-24;91,01;PEC
298;2024-10-24;101,14;PEC
298;2024-11-24;88,22;PEC
298;2024-12-24;88,01;PEC
298;2025-01-24;75,99;PEC
298;2025-02-24;86,19;PEC
298;2025-03-24;85,88;PEC
298;2025-04-24;92,62;PEC
298;2025-05-24;78,06;PEC
298;2025-06-24;81,2;Loja
299;2024-10-28;107,0;Internet
299;2024-11-28;75,16;Internet
299;2024-12-28;106,41;Internet
299;2025-01-28;97,24;Internet
299;2025-02-28;102,79;Internet
299;2025-03-28;105,42;Internet
299;2025-04-28;88,26;Internet
299;2025-05-28;80,6;Internet
299;2025-06-28;88,05;Internet
300;2024-01-29;84,52;Pix
300;2024-02-29;73,64;Eletrônico
300;2024-03-29;99,27;Eletrônico
300;2024-04-29;81,04;Eletrônico
300;2024-05-29;76,61;Eletrônico
300;2024-06-29;107,37;Eletrônico
300;2024-07-29;79,08;Eletrônico
300;2024-08-29;102,93;Eletrônico
300;2024-09-29;88,11;Eletrônico
301;2024-08-15;86,8;Eletrônico
301;2024-09-15;95,44;Eletrônico
301;2024-10-15;96,7;Eletrônico
301;2024-11-15;76,14;Loja
301;2024-12-15;76,06;Eletrônico
301;2025-01-15;105,9;Eletrônico
301;2025-02-15;85,66;Eletrônico
301;2025-03-15;106,52;Eletrônico
301;2025-04-15;100,82;Eletrônico
301;2025-05-15;87,63;Eletrônico
301;2025-06-15;72,47;Eletrônico
301;2025-07-15;87,87;Eletrônico
302;2023-09-02;103,32;Internet
302;2023-10-02;95,3;Internet
302;2023-11-02;72,03;Lotérica
302;2023-12-02;105,44;Loja
302;2024-01-02;75,21;Internet
302;2024-02-02;78,44;Internet
302;2024-03-02;88,77;Internet
302;2024-04-02;107,09;Internet
302;2024-05-02;78,04;Internet
302;2024-06-02;83,04;Internet
302;2024-07-02;77,43;Loja
302;2024-08-02;93,36;Internet
302;2024-09-02;78,59;Internet
302;2024-10-02;96,66;Internet
302;2024-11-02;106,29;Internet
302;2024-12-02;102,35;Internet
302;2025-01-02;77,56;Internet
302;2025-02-02;72,73;Internet
302;2025-03-02;96,37;Internet
302;2025-04-02;72,57;Telefone
302;2025-05-02;91,39;Internet
302;2025-06-02;103,84;Internet
302;2025-07-02;92,99;Telefone
303;2023-12-22;100,84;Lotérica
303;2024-01-22;90,39;Lotérica
303;2024-02-22;85,88;Lotérica
303;2024-03-22;75,19;Cartão Recorrente
303;2024-04-22;86,51;Lotérica
303;2024-05-22;93,27;Lotérica
303;2024-06-22;78,05;Débito Autom.
303;2024-07-22;103,63;Lotérica
303;2024-08-22;104,97;Lotérica
303;2024-09-22;81,79;Lotérica
303;2024-10-22;82,24;Lotérica
303;2024-11-22;74,43;PEC
303;2024-12-22;84,31;Lotérica
303;2025-01-22;99,55;Lotérica
303;2025-02-22;88,59;Lotérica
303;2025-03-22;99,35;Pix
303;2025-04-22;102,39;Lotérica
304;2024-06-23;104,54;Correspond.
304;2024-07-23;90,97;Correspond.
304;2024-08-23;95,49;Correspond.
304;2024-09-23;102,89;Correspond.
304;2024-10-23;86,59;Correspond.
304;2024-11-23;94,94;Correspond.
304;2024-12-23;104,68;Correspond.
304;2025-01-23;80,3;Correspond.
304;2025-02-23;75,43;Lotérica
305;2023-10-30;107,74;PEC
305;2023-11-30;102,43;PEC
306;2024-10-29;81,88;Cartão Recorrente
306;2024-11-29;96,62;Cartão Recorrente
306;2024-12-29;73,17;Cartão Recorrente
306;2025-01-29;101,01;Cartão Recorrente
306;2025-02-28;93,73;Cartão Recorrente
306;2025-03-28;87,2;Débito Autom.
306;2025-04-28;91,2;Cartão Recorrente
306;2025-05-28;75,2;Cartão Recorrente
306;2025-06-28;79,0;Cartão Recorrente
307;2024-09-11;80,11;Telefone
307;2024-10-11;88,06;Telefone
307;2024-11-11;77,52;Telefone
307;2024-12-11;86,74;Telefone
308;2023-12-25;91,85;Correspond.
308;2024-01-25;78,3;Correspond.
308;2024-02-25;105,98;Lotérica
308;2024-03-25;79,62;Correspond.
308;2024-04-25;77,09;Correspond.
308;2024-05-25;77,09;Correspond.
309;2024-04-16;78,26;Pix
309;2024-05-16;92,97;Internet
309;2024-06-16;79,94;Internet
309;2024-07-16;95,59;Internet
309;2024-08-16;90,58;Internet
309;2024-09-16;93,12;Loja
309;2024-10-16;105,29;Internet
309;2024-11-16;80,45;Internet
309;2024-12-16;98,68;Internet
309;2025-01-16;97,94;Internet
309;2025-02-16;95,8;Internet
309;2025-03-16;102,31;Telefone
309;2025-04-16;103,69;Internet
309;2025-05-16;99,02;Internet
309;2025-06-16;103,05;Internet
309;2025-07-16;79,64;Internet
310;2023-10-10;82,14;Internet
310;2023-11-10;80,98;Internet
310;2023-12-10;107,24;Internet
310;2024-01-10;75,15;Internet
310;2024-02-10;86,98;Internet
310;2024-03-10;90,5;Internet
310;2024-04-10;75,65;Internet
310;2024-05-10;93,85;Internet
310;2024-06-10;78,16;Internet
310;2024-07-10;80,21;Telefone
310;2024-08-10;89,61;Internet
311;2025-01-16;90,73;Loja
311;2025-02-16;100,84;Loja
311;2025-03-16;86,25;Loja
311;2025-04-16;81,39;Loja
311;2025-05-16;106,0;Loja
311;2025-06-16;80,21;Internet
311;2025-07-16;77,07;Loja
312;2025-04-21;83,03;PEC
312;2025-05-21;88,88;Lotérica
312;2025-06-21;75,08;Lotérica
313;2023-08-25;104,13;Pix
313;2023-09-25;97,69;Pix
313;2023-10-25;76,85;Pix
313;2023-11-25;89,06;Pix
313;2023-12-25;89,21;Pix
313;2024-01-25;102,18;Pix
313;2024-02-25;73,38;Pix
313;2024-03-25;86,37;Pix
313;2024-04-25;95,46;Pix
313;2024-05-25;84,77;Pix
313;2024-06-25;74,94;Pix
313;2024-07-25;74,52;Pix
313;2024-08-25;95,3;Pix
313;2024-09-25;81,35;Pix
313;2024-10-25;97,83;Pix
313;2024-11-25;73,43;Correspond.
313;2024-12-25;105,01;Pix
314;2024-03-16;102,62;Telefone
314;2024-04-16;72,6;Telefone
314;2024-05-16;95,55;Guichê
314;2024-06-16;105,01;Telefone
314;2024-07-16;96,73;Telefone
314;2024-08-16;79,63;Telefone
314;2024-09-16;94,29;Telefone
314;2024-10-16;102,88;Eletrônico
314;2024-11-16;96,92;Telefone
314;2024-12-16;95,26;Telefone
314;2025-01-16;76,74;Correspond.
314;2025-02-16;105,17;Telefone
314;2025-03-16;83,89;Telefone
314;2025-04-16;92,96;Telefone
314;2025-05-16;83,41;Telefone
314;2025-06-16;97,99;Telefone
314;2025-07-16;75,5;Telefone
315;2024-10-06;101,83;Correspond.
315;2024-11-06;72,27;Correspond.
315;2024-12-06;92,73;Correspond.
315;2025-01-06;85,05;Telefone
315;2025-02-06;99,09;Correspond.
315;2025-03-06;94,86;Correspond.
315;2025-04-06;107,39;Correspond.
315;2025-05-06;103,29;Correspond.
315;2025-06-06;89,28;Correspond.
315;2025-07-06;87,88;Correspond.
316;2024-10-16;90,87;Débito Autom.
317;2025-06-29;101,7;Guichê
318;2023-08-18;93,29;Cartão Recorrente
318;2023-09-18;76,36;Cartão Recorrente
318;2023-10-18;80,1;Cartão Recorrente
318;2023-11-18;93,84;Cartão Recorrente
318;2023-12-18;104,05;Cartão Recorrente
318;2024-01-18;88,55;Cartão Recorrente
318;2024-02-18;105,34;Internet
318;2024-03-18;100,02;Cartão Recorrente
318;2024-04-18;92,67;Cartão Recorrente
318;2024-05-18;72,11;Guichê
318;2024-06-18;83,52;Cartão Recorrente
318;2024-07-18;93,83;Internet
318;2024-08-18;90,6;Cartão Recorrente
318;2024-09-18;91,94;Cartão Recorrente
318;2024-10-18;98,4;Cartão Recorrente
318;2024-11-18;76,11;Cartão Recorrente
318;2024-12-18;74,78;Cartão Recorrente
318;2025-01-18;83,74;Cartão Recorrente
318;2025-02-18;83,89;Cartão Recorrente
318;2025-03-18;94,84;Cartão Recorrente
318;2025-04-18;96,97;Cartão Recorrente
318;2025-05-18;101,33;Internet
318;2025-06-18;79,25;Cartão Recorrente
318;2025-07-18;82,57;Cartão Recorrente
319;2024-10-03;77,87;Débito Autom.
319;2024-11-03;105,43;Débito Autom.
319;2024-12-03;97,99;Débito Autom.
319;2025-01-03;84,17;Débito Autom.
319;2025-02-03;89,83;Débito Autom.
319;2025-03-03;85,12;Débito Autom.
319;2025-04-03;81,03;Débito Autom.
319;2025-05-03;101,15;Débito Autom.
320;2024-03-26;81,72;PEC
320;2024-04-26;82,91;PEC
320;2024-05-26;92,21;PEC
320;2024-06-26;87,22;Loja
320;2024-07-26;85,01;PEC
320;2024-08-26;97,8;PEC
320;2024-09-26;98,38;Pix
320;2024-10-26;83,29;PEC
320;2024-11-26;88,32;PEC
321;2025-06-17;92,46;Débito Autom.
321;2025-07-17;101,38;Débito Autom.
322;2024-01-10;73,39;Débito Autom.
322;2024-02-10;106,1;Débito Autom.
322;2024-03-10;79,84;Débito Autom.
322;2024-04-10;102,58;Correspond.
322;2024-05-10;90,06;Débito Autom.
322;2024-06-10;90,08;Débito Autom.
323;2025-04-04;103,8;Loja
323;2025-05-04;90,52;Loja
323;2025-06-04;100,12;Loja
323;2025-07-04;79,27;Loja
324;2025-04-14;88,82;Telefone
324;2025-05-14;83,76;Telefone
324;2025-06-14;107,16;Telefone
324;2025-07-14;87,49;Telefone
325;2024-03-22;89,46;Lotérica
325;2024-04-22;103,28;Lotérica
325;2024-05-22;105,6;Lotérica
325;2024-06-22;100,4;Lotérica
325;2024-07-22;76,79;Lotérica
325;2024-08-22;101,09;Lotérica
325;2024-09-22;105,84;Lotérica
325;2024-10-22;88,5;Lotérica
325;2024-11-22;93,6;Lotérica
325;2024-12-22;102,92;Pix
325;2025-01-22;95,56;Lotérica
325;2025-02-22;106,5;Lotérica
325;2025-03-22;97,44;Lotérica
325;2025-04-22;98,75;Lotérica
325;2025-05-22;99,85;Lotérica
325;2025-06-22;83,53;Lotérica
326;2023-12-13;94,12;Eletrônico
326;2024-01-13;106,5;Eletrônico
326;2024-02-13;86,7;Eletrônico
326;2024-03-13;86,63;Eletrônico
326;2024-04-13;89,8;Eletrônico
326;2024-05-13;78,0;Eletrônico
326;2024-06-13;93,67;Lotérica
326;2024-07-13;104,61;Eletrônico
326;2024-08-13;85,17;Eletrônico
326;2024-09-13;102,63;Telefone
